1.000000000000000082e-05 2.754797398059632485e+01
1.059560179277617057e-05 2.922079384673497771e+01
1.122667773510813544e-05 3.099519275618132497e+01
1.189534067370320835e-05 3.287733860484846815e+01
1.260382929679727389e-05 3.487377328579494673e+01
1.335451562929900141e-05 3.699143597411393358e+01
1.414991297434575937e-05 3.923768790946015628e+01
1.499268432786047117e-05 4.162033756527389983e+01
1.588565129428052877e-05 4.414766761857576682e+01
1.683180353330958413e-05 4.682846340135957064e+01
1.783430876931909215e-05 4.967204223851713607e+01
1.889652339691211472e-05 5.268828657281763839e+01
2.002200371815584479e-05 5.588767856785145227e+01
2.121451784910631934e-05 5.928133673615202781e+01
2.247805833548725246e-05 6.288105533617966358e+01
2.381685551976160786e-05 6.669934478229912145e+01
2.523539170434765982e-05 7.074947489731520989e+01
2.673841615839949297e-05 7.504552065699532193e+01
2.833096101839323942e-05 7.960241005016187898e+01
3.001835813575592089e-05 8.443597658681997586e+01
3.180625692794118915e-05 8.956301445871805811e+01
3.370064329271931777e-05 9.500133641048223865e+01
3.570785964900462521e-05 1.007698344670680513e+02
3.783462617131932846e-05 1.068885461634389742e+02
4.008806328898464845e-05 1.133787241954173481e+02
4.247571552536902605e-05 1.202629092661675401e+02
4.500557675700497562e-05 1.275650061771368797e+02
4.768611697714474431e-05 1.353103680068657582e+02
5.052631065335679548e-05 1.435258841903950042e+02
5.353566677410729675e-05 1.522400718703850657e+02
5.672426068491977794e-05 1.614831706513579377e+02
6.010276782070387642e-05 1.712872498838704587e+02
6.368249944718585675e-05 1.816863199767325057e+02
6.747544053110699554e-05 1.927164460399140182e+02
7.149428986597576249e-05 2.044158643107851958e+02
7.575250258771920673e-05 2.168251197838453095e+02
8.026433522257173624e-05 2.299872067734849281e+02
8.504489341802686365e-05 2.439477090484585062e+02
9.011018251665017960e-05 2.587549412803357995e+02
9.547716114208065730e-05 2.744601261645260024e+02
1.011637979766207013e-04 2.911175714292003249e+02
1.071891319205128638e-04 3.087848395034886266e+02
1.135733358343105206e-04 3.275229149406177953e+02
1.203377840777590556e-04 3.473964346058917840e+02
1.275051240713012809e-04 3.684739098312587657e+02
1.350993521198027864e-04 3.908279257488583198e+02
1.431458937523478591e-04 4.145353315280603397e+02
1.516716888470924095e-04 4.396775431187423919e+02
1.607052818261638333e-04 4.663408203830443313e+02
1.702769172225901374e-04 4.946164894638038163e+02
1.804186409392071779e-04 5.246011445350542317e+02
1.911644075385703697e-04 5.563970515056006434e+02
2.025501939230666413e-04 5.901124902326012034e+02
2.146141197858405776e-04 6.258619801055361904e+02
2.273965752357927448e-04 6.637664681262800741e+02
2.409403560239526765e-04 7.039538744557873997e+02
2.552908068239516468e-04 7.465595079951033313e+02
2.704959730463137079e-04 7.917262538789893824e+02
2.866067616948250111e-04 8.396047033992281285e+02
3.036771118035460487e-04 8.903538961284597235e+02
